Sample_Name	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
Betaproteobacteria_unclassified	161	32	131	195	127	134	204	147	138	172	125	179
Mesorhizobium_unclassified	152	65	207	242	124	111	168	118	132	149	94	122
Deltaproteobacteria_unclassified	74	36	146	95	135	148	139	198	141	123	213	218
Sphingomonas_unclassified	135	47	166	231	123	118	173	128	140	134	96	172
Rhizobium_unclassified	132	36	183	231	125	111	154	119	136	161	84	143
Ectothiorhodospiraceae_unclassified	51	282	258	27	418	17	24	331	25	21	93	23
Bacillus_sp._NSP9.1	0	0	0	392	0	0	810	99	245	0	0	0
Enhygromyxa_salina	169	0	12	391	390	25	288	18	57	80	17	46
Desulfovibrio_unclassified	54	33	120	56	81	113	137	189	140	92	153	200
Rhodobacter_sphaeroides	85	50	286	229	133	57	85	74	60	55	38	66
Plesiocystis_pacifica	130	0	15	278	276	32	214	32	55	69	24	41
Phycisphaerae_bacterium_SM23_33	69	0	50	45	44	114	67	148	97	88	250	178
Desulfosarcina_cetonica	32	14	127	24	63	108	82	207	91	62	125	144
Chromatiaceae_unclassified	34	26	114	87	161	106	87	58	100	79	50	166
Rhodovulum_sulfidophilum	82	52	217	161	109	29	89	95	72	53	47	56
Rhodobacteraceae_bacterium_HLUCCO18	79	65	193	159	101	42	74	96	85	49	29	64
Mycobacterium_unclassified	75	28	69	127	76	78	98	87	83	109	85	110
Ponticoccus_sp._SJ5A-1	84	51	222	148	108	33	64	66	75	48	24	56
Phycisphaera_mikurensis	87	11	56	88	60	66	123	94	99	88	65	99
Sphingomonadaceae_unclassified	72	21	87	125	83	74	89	67	101	68	48	100
Myxococcales_unclassified	69	5	34	128	114	58	121	70	69	91	73	94
Desulfotignum_balticum	23	50	146	0	270	20	26	287	22	13	26	18
Rhodospirillales_bacterium_Ga0074136	79	11	110	158	51	98	52	49	58	60	41	131
Bacteroidetes_unclassified	82	43	113	110	104	29	123	79	80	49	33	51
Loktanella_vestfoldensis	265	9	75	280	65	6	117	23	25	12	5	11
Xanthomonadaceae_unclassified	85	15	66	97	59	58	108	67	87	118	50	78
Rhodobacteraceae_bacterium_HLUCCA08	79	47	158	142	103	40	61	65	61	40	25	45
Deltaproteobacteria_bacterium_Ga0077550	87	0	26	145	112	43	159	46	63	84	38	63
Citreicella_sp._SE45	80	43	168	117	72	41	55	52	57	53	31	49
Dactylococcopsis_salina	10	63	319	11	171	0	25	154	56	0	0	0
Anaerophaga_thermohalophila	130	79	44	0	449	0	19	71	7	0	8	0
Halanaerobium_saccharolyticum	0	590	19	0	0	0	0	190	0	0	5	0
Bradyrhizobiaceae_unclassified	87	32	100	104	62	48	71	53	66	66	34	79
Trichoderma_atroviride	0	0	0	0	0	0	0	0	0	782	0	0
Bacillus_unclassified	24	26	18	167	18	13	296	53	107	14	15	25
Desulfatitalea_sp._BRH_c12	22	20	102	19	69	78	64	121	68	44	71	98
Azospirillum_brasilense	68	26	107	100	63	42	68	51	71	67	31	76
Thiocapsa_sp._KS1	25	9	74	36	118	76	58	72	42	51	92	95
Thioalkalivibrio_sp._ALJ17	18	130	122	14	146	18	23	168	21	18	35	22
Desulfotignum_phosphitoxidans	14	33	125	0	242	13	17	231	24	0	21	14
Thiohalocapsa_sp._ML1	27	5	62	63	90	108	49	42	66	35	31	155
Sorangium_cellulosum	63	0	26	80	74	61	84	46	70	74	67	82
Roseivivax_atlanticus	69	43	132	115	67	34	76	41	48	37	22	39
Rhodobacter_unclassified	66	38	149	98	68	38	43	60	54	41	11	50
Clostridiales_unclassified	38	50	38	44	39	68	83	87	71	47	77	74
Rhodopseudomonas_palustris	50	37	118	133	46	37	59	63	55	34	0	75
Firmicutes_unclassified	41	37	59	45	60	55	60	85	48	42	80	71
Rhodospirillaceae_unclassified	54	26	88	102	53	40	59	30	53	72	21	71
Marinobacter_unclassified	39	357	29	23	35	14	24	53	22	25	11	23
Marinilabilia_salmonicolor	0	564	22	0	38	0	0	22	0	0	5	0
Deltaproteobacteria_bacterium_SG8_13	25	0	61	15	46	87	43	90	43	33	92	114
Paracoccus_sphaerophysae	50	39	136	101	71	32	43	49	44	27	21	29
Comamonadaceae_unclassified	47	11	41	73	50	44	63	61	52	69	48	74
Aestuariivita_atlantica	65	25	141	126	56	21	41	42	42	23	21	30
Desulfobulbus_sp._Tol-SR	21	0	71	26	55	65	76	80	49	22	71	92
Thiorhodococcus_sp._AK35	26	11	63	49	88	56	64	53	59	46	32	76
Micrococcales_unclassified	48	12	33	64	59	49	70	62	47	64	52	62
Rhodobacteraceae_bacterium_PD-2	67	37	130	80	55	24	52	50	39	24	17	34
Azospirillum_lipoferum	33	21	78	72	55	33	55	56	59	55	27	62
Bacillus_sonorensis	0	0	0	157	0	0	305	26	97	0	0	0
Roseovarius_indicus	56	23	112	105	50	24	39	46	44	28	20	36
Rhodobacter_capsulatus	38	27	122	100	51	34	33	46	50	30	19	32
Desulfatiglans_anilini	25	7	34	12	43	64	31	90	31	45	91	101
Sandaracinus_amylolyticus	42	0	19	78	73	29	95	28	53	49	40	59
Celeribacter_indicus	51	21	105	102	50	22	45	46	42	30	18	33
Actinobacteria_unclassified2	37	11	34	61	42	33	37	76	58	52	46	75
Sphingomonadales_unclassified	41	12	56	85	42	35	50	41	69	45	26	58
Algoriphagus_marincola	0	83	442	9	19	0	0	1	4	0	0	0
Ponticoccus_sp._UMTAT08	49	25	103	97	56	13	47	51	36	34	19	27
Haliangium_ochraceum	102	0	22	68	28	32	54	46	43	60	42	54
Rhodobacteraceae_bacterium_HLUCCA12	49	28	128	82	51	18	40	42	32	30	10	39
Rhodospirillales_bacterium_URHD0088	47	27	48	70	40	48	40	36	47	58	29	54
Aeromonas_unclassified	30	16	55	46	47	39	49	49	46	41	47	71
Jannaschia_seosinensis	52	28	111	82	62	20	47	30	35	30	14	25
Jannaschia_rubra	55	19	108	89	55	23	42	33	36	26	20	29
Thiocapsa_marina	9	9	65	27	80	45	37	69	36	25	83	49
Verrucomicrobia_bacterium_L21-Fru-AB	24	8	69	23	34	41	27	84	40	43	73	68
Thioclava_sp._13D2W-2	49	26	99	72	57	25	44	36	43	38	19	23
Desulfospira_joergensenii	0	13	71	0	55	36	53	121	77	15	34	54
Rhodobacter_sp._CACIA14H1	54	17	94	98	44	28	38	39	37	25	19	30
Bacteroides_unclassified	32	15	50	32	68	29	48	61	48	35	53	48
Halothece_sp._PCC_7418	0	39	203	0	106	0	16	127	28	0	0	0
Desulfatirhabdium_butyrativorans	19	9	43	9	32	56	45	81	34	30	59	96
Roseovarius_tolerans	45	30	92	78	66	20	45	41	21	34	15	22
Desulfovermiculus_halophilus	20	179	24	0	31	24	16	126	15	13	31	30
Salinarimonas_rosea	27	23	52	52	72	24	29	36	103	19	30	36
Geobacter_unclassified	24	4	23	31	29	56	47	54	34	38	75	77
Oceanicola_sp._HL-35	57	23	86	89	50	20	36	41	25	23	17	23
Planctomycetes_bacterium_SM23_25	31	0	24	0	26	43	32	64	29	36	122	81
Deltaproteobacteria_bacterium_SM23_61	45	0	24	0	21	53	28	57	31	49	118	59
Halomonas_unclassified	30	24	46	49	42	34	46	50	48	47	20	47
Devosia_unclassified	35	10	45	58	44	43	40	35	46	44	33	50
Rhodospirillales_unclassified	30	19	60	81	30	39	39	29	41	45	19	46
Candidatus_Rhodobacter_lobularis	56	34	101	69	41	24	26	42	23	28	11	20
Enterobacteriaceae_unclassified	23	13	33	60	29	34	58	41	49	49	34	49
Jannaschia_aquimarina	51	27	97	67	36	23	43	39	31	16	15	22
Aureimonas_unclassified	56	20	59	67	35	17	37	36	39	32	24	44
Sphingopyxis_unclassified	32	14	46	64	36	31	53	28	31	45	29	56
Rhizobium/Agrobacterium_group_unclassified	46	18	53	78	38	26	40	31	38	43	14	38
Sinorhizobium/Ensifer_group_unclassified	26	25	54	55	43	29	42	32	45	46	23	43
Desulfocarbo_indianensis	24	8	44	17	29	44	32	55	39	35	71	64
Acidobacteria_bacterium_Ga0077522	42	0	24	52	28	30	40	43	46	47	49	57
Burkholderiaceae_unclassified	36	8	26	45	31	47	54	42	34	47	31	56
Hyphomonas_unclassified	42	10	44	55	43	20	66	59	50	42	3	22
Roseovarius_atlanticus	36	20	87	83	55	18	29	33	20	27	14	31
Rhizobiaceae_unclassified	38	16	46	62	39	33	45	34	43	37	16	43
Desulfovibrio_sp._X2	26	0	33	21	31	35	51	45	55	29	56	67
Nitrifying_bacterium_enrichment_culture	30	22	46	53	35	31	56	35	34	35	26	44
Corynebacteriales_unclassified	29	8	27	47	26	25	52	48	37	37	43	54
Alpha_proteobacterium_BAL199	39	28	54	51	33	31	37	37	29	30	20	42
Halomonas_sp._HL-48	20	65	73	0	12	0	19	214	8	0	12	7
Rhodococcus_unclassified	35	4	20	59	28	29	44	34	43	53	31	49
Bacteroidales_unclassified	22	23	53	24	54	37	53	59	26	28	25	23
Microbacterium_unclassified	29	1	29	51	29	28	58	32	37	43	38	51
Roseivivax_isoporae	46	22	61	75	46	17	41	22	22	29	15	29
Pseudoruegeria_sabulilitoris	31	20	78	71	47	22	30	26	27	32	15	26
Cyanobacteria_unclassified	34	8	47	59	27	12	44	31	104	34	13	11
Lamprocystis_purpurea	16	3	34	44	35	54	39	30	40	38	23	66
Oceanicola_sp._S124	46	19	71	71	35	23	32	39	23	18	21	23
Inquilinus_limosus	22	11	24	87	22	23	83	32	38	27	15	31
Chelatococcus_unclassified	29	16	60	49	28	24	36	40	30	31	29	39
Rhodobacter_sp._SW2	28	17	73	67	39	25	28	34	36	18	19	25
Desulfovibrio_desulfuricans	18	15	45	15	30	45	42	45	38	26	37	51
Xanthomonadales_unclassified	23	7	32	60	33	26	40	37	36	48	23	41
Desulfocurvus_vexinensis	13	13	36	16	34	34	35	50	46	30	34	65
Desulfatibacillum_unclassified	12	5	41	14	30	35	28	69	41	29	44	57
Paenibacillus_unclassified	23	11	40	43	30	31	39	55	38	28	29	36
Pseudoruegeria_sp._SF-16	34	17	81	56	47	16	35	35	28	20	15	18
Rhodobacteraceae_bacterium_HLUCCO07	45	28	78	62	40	15	28	28	28	18	7	22
Unclassified_Planctomycetes_unclassified	25	0	17	10	12	36	15	32	36	40	102	72
Methanohalophilus_mahii	4	230	6	0	5	0	0	113	0	0	32	0
Hoeflea_sp._BAL378	62	17	50	56	31	12	38	30	29	30	14	17
Leisingera_unclassified	37	25	68	58	48	21	24	22	23	24	12	23
Thioflavicoccus_mobilis	19	6	36	36	51	29	33	18	39	31	19	65
Thiobacillus_denitrificans	48	0	13	38	13	21	82	22	11	98	11	23
Candidatus_Solibacter_usitatus	56	0	20	36	36	22	61	26	22	35	30	36
Oscillatoriophycideae_unclassified	40	4	42	72	29	9	33	26	66	30	14	15
Rhodovulum_sp._PH10	39	14	52	45	31	27	31	27	18	29	18	44
Roseobacter_sp._AzwK-3b	41	14	68	56	44	12	30	24	29	27	11	17
Rhizobiales_bacterium_Ga0077556	32	13	50	51	33	23	28	33	32	28	15	35
Xanthomonas_unclassified	30	8	32	31	38	27	45	30	34	35	19	37
Desulfobacteraceae_unclassified3	9	14	39	7	36	25	29	57	36	25	32	57
Nocardioides_unclassified	22	4	19	29	19	25	53	45	38	35	34	42
Geminicoccus_roseus	22	24	39	41	40	26	33	28	21	24	26	39
Verrucomicrobia_bacterium_Ga0077533	20	10	18	24	27	34	39	25	49	17	42	57
Roseivivax_halodurans	35	12	47	55	28	26	49	21	34	31	6	17
Bacillus_licheniformis	0	0	0	102	0	0	178	20	57	0	0	0
Flavobacteriaceae_unclassified	38	17	45	38	53	14	45	40	28	14	12	11
Ruegeria_sp._ZGT118	32	18	83	51	37	17	26	33	29	13	0	16
Methylopila_sp._73B	25	22	62	38	23	29	28	19	34	34	19	21
Chondromyces_crocatus	27	0	12	48	33	28	41	30	39	35	24	36
Deferrisoma_camini	26	1	23	17	25	42	27	41	25	17	47	59
Parcubacteria_group_unclassified	19	19	28	13	34	23	27	39	28	37	51	31
Geobacter_sp._M18	16	0	30	25	33	31	31	33	27	29	37	53
Roseibacterium_elongatum	17	91	55	21	45	8	8	61	14	10	5	9
Xanthobacteraceae_unclassified	31	18	48	50	34	13	33	20	25	28	18	26
Marichromatium_purpuratum	16	6	40	30	51	27	29	30	25	26	18	45
Paracoccus_halophilus	38	19	69	60	25	14	23	20	21	12	17	25
Elioraea_tepidiphila	35	13	43	56	28	28	23	23	27	30	14	22
Haloferula_sp._BvORR071	18	0	31	36	20	21	35	50	26	23	43	39
Oceanicaulis_sp._HTCC2633	51	72	26	27	49	16	24	15	18	24	0	19
Bacillales_unclassified	23	19	27	38	18	25	36	27	35	17	24	51
Paracoccus_sp._39524	33	38	66	38	39	8	20	32	15	17	12	22
Paracoccus_versutus	36	21	67	51	31	16	22	22	24	20	0	28
Desulfovibrio_sp._L21-Syr-AB	8	11	34	11	24	27	34	59	38	18	32	40
Desulfarculus_baarsii	10	9	29	10	22	39	22	54	26	17	35	61
Planctomycetes_bacterium_SM23_32	20	0	18	13	15	27	24	51	27	25	64	50
Arthrobacter_unclassified	21	7	29	31	19	38	21	36	29	28	31	43
Rhodothermaceae_bacterium_RA	20	6	14	37	24	33	26	40	32	31	29	41
Oceanicola_granulosus	20	16	77	38	30	14	25	27	25	18	16	25
Halanaerobium_hydrogeniformans	0	234	10	0	0	0	0	78	0	0	9	0
Massilia_unclassified	25	9	33	30	19	21	37	32	32	39	23	30
Rhodobacteraceae_bacterium_HL-91	46	16	65	63	31	13	17	11	31	16	11	10
Desulfovibrionales_unclassified	10	13	34	17	27	32	21	43	26	26	36	44
Halanaerobium_praevalens	0	235	12	0	0	0	0	80	0	0	2	0
Acidovorax_unclassified	28	7	29	34	27	21	36	37	25	28	21	35
Rhodobacterales_unclassified	32	19	38	40	33	9	33	23	32	24	19	22
Desulfovibrio_magneticus	0	0	51	0	14	32	17	73	23	0	63	51
Pannonibacter_phragmitetus	29	18	57	47	28	16	21	25	30	20	11	20
Novosphingobium_unclassified	28	6	27	43	38	26	31	21	33	22	15	32
Opitutus_terrae	11	0	23	24	27	34	24	28	35	26	37	51
Cyanobacterium_aponinum	35	5	236	7	24	0	8	0	5	0	0	0
Isosphaera_pallida	41	0	8	22	13	27	35	25	75	16	27	27
Paracoccus_sp._5503	24	37	69	33	35	10	14	25	18	18	11	22
Oceanicola_sp._MCTG156(1a)	37	13	47	70	25	20	33	34	21	15	0	0
Azospirillum_thiophilum	16	19	31	41	27	15	29	27	23	35	19	32
Anaeromyxobacter_unclassified	24	3	16	31	17	33	30	28	36	37	22	35
Azospirillum_halopraeferens	23	14	30	39	40	20	28	24	31	23	16	23
Belnapia_sp._F-4-1	26	8	34	52	32	16	19	23	16	27	25	33
Bosea_sp._117	23	12	41	45	33	24	25	19	19	28	11	26
Alistipes_unclassified	13	8	20	28	35	16	32	33	35	27	31	26
Acetobacteraceae_unclassified	29	6	25	38	26	21	22	20	27	30	19	40
Spirochaeta_sp._JC202	19	0	17	0	25	47	16	39	30	25	45	40
Salipiger_mucosus	16	13	68	52	30	17	25	18	17	14	8	24
Rhizobiales_bacterium_Ga0077537	24	8	28	55	18	15	34	17	25	30	14	31
Rhodanobacter_unclassified	19	8	21	40	27	30	30	29	22	26	22	24
Gammaproteobacteria_bacterium_SG8_30	17	0	22	37	19	32	28	27	23	35	18	38
Paracoccus_aminovorans	28	24	53	45	36	13	23	18	11	13	16	12
Caenispirillum_salinarum	24	6	65	28	24	17	25	27	19	20	10	27
Lysobacter_unclassified	20	8	12	42	26	24	25	23	18	36	30	27
Gemmobacter_sp._LW-1	24	9	60	43	29	10	21	27	19	19	11	19
Bacteroidetes_bacterium_HLUCCA01	0	24	259	0	0	0	8	0	0	0	0	0
Planctomycetes_bacterium_DG_20	11	0	0	9	12	33	14	35	14	27	81	52
Thauera_unclassified	17	4	24	29	24	23	31	29	20	29	26	31
Variovorax_paradoxus	0	0	0	85	0	0	140	34	28	0	0	0
Desulfobulbus_elongatus	12	0	24	10	25	22	34	44	29	9	32	45
Cystobacterineae_unclassified	21	3	6	35	21	17	35	30	35	25	29	29
Acidobacteria_bacterium_Ga0077553	43	0	8	36	10	28	33	24	25	30	21	28
Syntrophobacter_fumaroxidans	18	0	19	13	17	40	15	25	27	15	40	56
Roseomonas_unclassified	24	17	38	31	24	14	26	21	11	23	15	41
Wenxinia_marina	27	14	41	41	30	14	20	22	31	15	12	16
Singulisphaera_acidiphila	16	0	11	37	21	27	18	36	22	21	32	42
Roseovarius_unclassified	26	8	29	67	29	6	25	22	25	20	14	11
Gemmata_sp._IIL30	30	0	8	37	15	25	22	25	31	25	33	31
Aurantimonas_sp._Leaf443	21	15	43	43	26	14	19	23	13	23	14	27
Verrucomicrobia_bacterium_IMCC26134	20	13	23	17	27	31	30	27	26	0	27	39
Chondromyces_apiculatus	26	0	8	39	17	16	33	26	27	28	20	38
Bacterium_JKG1	15	0	0	23	24	16	37	21	46	24	23	48
Microbacteriaceae_unclassified	22	6	15	27	26	21	26	27	25	28	19	33
Jannaschia_donghaensis	24	9	59	59	30	11	22	20	12	15	0	14
Phyllobacteriaceae_unclassified	22	11	37	42	22	18	22	16	21	24	15	23
Azospirillum_unclassified	15	7	34	42	23	20	25	16	21	28	15	25
Mesorhizobium_sp._F7	30	7	26	39	29	12	24	26	19	15	19	24
Citreicella_sp._357	31	13	61	55	26	9	15	15	17	16	0	11
Rhizobiales_bacterium_HL-109	22	14	43	41	26	12	21	26	19	22	10	13
Desulfovibrio_africanus	0	14	34	13	16	18	37	46	23	14	27	27
Clostridia_unclassified	17	12	18	10	14	25	20	34	29	14	31	43
Desulfomicrobium_escambiense	10	10	33	11	16	19	22	40	28	16	32	29
Oceanicola_nanhaiensis	26	17	41	42	23	6	32	15	21	13	10	19
Endosymbiont_of_unidentified_scaly_snail_isolate_Monju	15	3	18	28	31	19	19	26	27	26	15	38
Leptolyngbya_sp._O-77	10	0	38	36	16	0	26	13	85	32	0	8
Myxococcus_fulvus	17	0	0	61	0	20	31	12	38	22	23	38
Synechococcus_unclassified	26	4	20	57	13	8	27	15	43	29	8	11
Spirochaeta_alkalica	5	39	90	0	50	0	13	21	28	6	5	4
Paracoccus_sp._PAMC_22219	24	12	50	50	36	0	25	15	19	12	0	15
Caulobacter_unclassified	23	5	19	36	22	8	32	21	29	25	15	21
Rhodospirillum_rubrum	14	0	43	32	27	23	23	19	21	24	0	30
Tropicibacter_naphthalenivorans	21	10	55	49	30	9	15	14	18	17	9	8
Thalassobaculum_salexigens	20	12	38	41	20	12	23	17	17	21	9	25
Halomonas_sp._PBN3	10	36	28	13	25	25	13	39	10	17	17	20
Polymorphum_gilvum	17	14	30	35	20	23	20	22	20	20	8	22
Aureimonas_altamirensis	28	19	24	37	17	0	27	19	21	21	13	24
Deltaproteobacteria_bacterium_Ga0077539	15	0	11	39	26	15	26	20	17	24	16	40
Oxalobacteraceae_unclassified	22	1	11	35	11	24	36	18	21	19	22	28
Labilithrix_luteola	41	0	10	34	37	12	30	16	15	15	14	23
Acidiphilium_unclassified	19	9	28	30	23	17	13	21	30	21	10	24
Magnetospirillum_unclassified	16	6	27	30	15	12	23	17	28	23	17	30
Rubritepida_flocculans	22	6	28	33	19	21	18	19	15	17	13	32
Deinococcus_unclassified	21	4	15	16	17	17	24	28	30	17	21	32
Anaeromyxobacter_sp._Fw109-5	17	0	15	27	14	10	40	23	22	29	23	22
Thiorhodovibrio_sp._970	4	2	42	15	42	16	22	20	36	10	7	26
Levilinea_saccharolytica	14	0	13	17	11	20	23	22	37	17	28	39
Gemmatirosa_kalamazoonesis	18	0	10	32	17	17	25	25	21	37	19	20
Methylopila_sp._M107	23	14	45	37	13	12	20	15	17	20	0	24
Chloroflexi_bacterium_CSP1-4	17	0	14	10	26	18	18	39	17	25	26	30
Rhizobiales_bacterium_CCH3-A5	20	12	39	27	22	0	17	16	21	26	14	26
Paracoccus_sp._N5	16	13	48	36	23	10	19	17	24	13	5	15
Nocardiopsis_unclassified	21	3	11	26	10	24	16	21	25	29	20	32
Pelagibaca_bermudensis	29	7	49	27	20	17	15	11	18	17	10	17
Thiocystis_violascens	5	2	27	24	22	23	21	17	24	15	14	42
Rhizobiales_bacterium_YIM_77505	19	7	20	38	22	14	20	21	17	22	10	25
Rhodospirillum_centenum	22	7	25	27	16	18	24	13	17	23	12	27
Thiorhodococcus_drewsii	1	6	21	21	40	23	23	21	29	8	6	32
Dinoroseobacter_shibae	20	8	47	50	19	7	15	14	20	10	10	10
Arhodomonas_aquaeolei	18	11	16	26	44	18	17	23	9	13	12	22
Gammaproteobacteria_bacterium_SG8_31	18	12	22	17	23	15	27	19	21	17	16	22
Gammaproteobacteria_bacterium_Ga0077536	14	0	21	26	21	10	22	18	23	29	17	28
Methylobacterium_variabile	14	0	35	22	16	22	17	20	15	26	12	29
Haematobacter_massiliensis	22	12	44	36	31	14	11	11	22	12	0	12
Diplosphaera_colitermitum	12	12	23	16	16	13	14	17	23	16	23	42
Desulfobacca_acetoxidans	10	0	21	0	17	32	10	23	9	9	60	35
Nodosilinea_nodulosa	12	0	17	51	17	0	29	21	45	18	0	16
Erythrobacteraceae_bacterium_HL-111	29	4	27	45	26	8	26	7	23	12	6	12
Cystobacteraceae_unclassified	18	5	13	29	22	20	21	20	20	13	16	27
Phenylobacterium_unclassified	19	6	15	30	21	19	24	17	19	28	9	16
Methylococcaceae_bacterium_73a	18	3	16	22	16	18	18	22	21	20	21	27
Verrucomicrobia_unclassified	14	7	17	18	20	12	16	20	36	9	23	29
Lutibaculum_baratangense	16	6	28	28	19	13	14	22	20	17	14	24
Bosea_sp._Leaf344	19	7	29	35	18	16	16	17	18	6	15	25
Afipia_unclassified	21	3	21	38	18	14	24	15	20	22	9	15
Paracoccus_sp._MKU1	21	0	46	38	31	14	14	17	19	0	0	20
Aestuariivita_boseongensis	28	8	53	37	14	0	19	18	15	13	0	13
Porphyrobacter_donghaensis	15	0	21	32	25	15	26	16	27	0	20	20
Synechococcus_sp._JA-2-3B'a(2-13)	26	0	10	58	17	7	35	0	35	29	0	0
Desulfobulbus_propionicus	0	0	24	7	25	12	20	38	16	11	26	38
Desulfovibrio_aminophilus	10	4	21	9	13	18	19	26	18	19	32	26
Gammaproteobacteria_bacterium_NRL1	11	10	25	15	27	6	22	30	22	13	17	17
Chroococcales_unclassified	12	11	59	19	36	0	12	30	23	7	2	3
Uncultured_Chromatiaceae_bacterium_ML_Gamma	11	0	18	12	22	35	15	12	24	5	16	44
Desulfovibrio_aespoeensis	9	15	19	0	9	16	27	28	24	15	22	29
Candidatus_Accumulibacter_sp._SK-12	15	0	12	20	11	19	27	20	26	24	14	25
Geoalkalibacter_subterraneus	0	7	26	0	19	22	16	44	19	12	23	24
Skermanella_stibiiresistens	14	8	25	24	12	14	22	17	17	18	15	24
Gemmatimonas_sp._SG8_28	15	0	10	25	16	13	21	22	16	26	22	24
Rhizobiales_bacterium_Ga0077555	15	12	19	48	14	9	23	16	11	22	8	13
Erythrobacter_litoralis	28	0	24	44	36	0	16	10	23	8	0	20
Leptolyngbya_sp._KIOST-1	15	0	20	41	18	0	28	13	50	24	0	0
Magnetospirillum_sp._SO-1	17	7	33	31	22	15	27	17	0	17	0	22
Unclassified_Gammaproteobacteria_unclassified	14	13	26	14	27	24	13	4	19	13	15	25
Oceanibaculum_indicum	35	5	16	25	20	15	21	17	10	23	8	12
Vulgatibacter_incomptus	15	0	7	24	10	15	23	17	24	22	19	31
Allochromatium_vinosum	3	1	27	20	29	18	21	16	18	11	8	34
Haematobacter_missouriensis	33	5	43	27	15	13	8	15	13	10	10	14
Variovorax_unclassified	11	5	20	32	6	15	43	10	15	14	13	21
Leptolyngbya_sp._PCC_6406	17	0	23	44	27	0	27	0	45	22	0	0
Paracoccus_sp._10990	23	13	38	33	19	10	13	16	9	13	0	18
Delta_proteobacterium_PSCGC_5451	14	0	7	0	0	28	10	33	18	18	32	44
Myxococcus_unclassified	22	2	10	24	24	16	20	16	15	17	13	24
Pseudomonadaceae_unclassified	17	7	19	21	20	14	18	15	17	19	12	24
Oceanicaulis_unclassified	32	24	12	27	33	8	13	16	13	8	5	12
Devosia_geojensis	15	8	17	27	14	18	23	19	25	19	0	18
Bosea_unclassified	7	7	29	25	18	10	17	30	8	22	13	15
Bacterium_UASB270	0	0	13	0	0	24	0	71	31	8	23	31
Magnetospirillum_sp._XM-1	11	10	33	24	15	0	18	12	27	26	0	24
Cupriavidus_unclassified	17	6	17	22	18	14	28	18	15	20	13	11
Geobacter_pickeringii	0	0	21	18	16	22	17	20	11	14	31	29
Desulfovibrio_longus	11	0	19	6	15	15	19	33	19	13	23	25
Tistrella_mobilis	15	7	24	16	18	11	39	11	17	10	10	20
Mesorhizobium_sp._LC103	26	9	35	25	17	0	25	12	19	14	0	16
Rubellimicrobium_mesophilum	14	9	31	33	25	16	12	13	12	9	9	15
Achromobacter_unclassified	16	2	18	24	21	13	24	10	12	14	19	24
Opitutaceae_unclassified	24	12	4	15	20	5	32	4	33	20	24	4
Porphyrobacter_sp._AAP82	13	0	14	24	19	10	21	14	37	16	16	13
Aureimonas_sp._AU4	16	11	27	23	22	17	10	14	17	24	0	16
Longilinea_arvoryzae	12	0	0	10	0	24	17	24	22	17	35	35
Bosea_sp._Root483D1	19	0	28	32	20	0	26	12	14	18	0	27
Roseovarius_sp._MCTG156(2b)	18	10	41	30	18	11	17	8	13	17	0	12
Oscillatoriales_unclassified	12	4	25	24	11	7	28	10	44	23	2	4
Sinorhizobium_unclassified	11	8	28	24	16	8	21	13	15	20	9	20
Chromatiales_unclassified	11	7	18	19	29	11	10	20	17	14	11	26
Erythrobacteraceae_bacterium_CCH12-C2	18	0	18	17	46	11	11	18	18	11	10	14
